Name,Address 1,Address 2,Town/City,County,Postcode,Phone number,CQC Provider ID (for office use only),CQC Location ID (for office use only),Website,Local authority,Region,Report publication date,URL,Also known as,Specialisms/services,Service types,Provider name
Coronation Road Dental Surgery,151 Coronation Road,Southville,Bristol,Avon,BS3 1RE,1179663697,1-3732167902,1-4139254603,,"Bristol, City of",South West,,http://www.cqc.org.uk/location/1-4139254603,,Services for everyone,Dentist,Coronation Road Dental Surgery
Prime Way Care Ltd,"Unit 35/38, Easton Business Centre",Felix Road,Bristol,,BS5 0HE,1174228442,1-2018820484,,http://www.primewaycare.com,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-2018820484,,Personal care,Organisation,
Prime Way Care Ltd,"Unit 35/38, Easton Business Centre",Felix Road,Bristol,,BS5 0HE,1174228442,1-2018820484,1-2236086631,http://www.primewaycare.com,"Bristol, City of",South West,2019-02-26T00:00:00Z,http://www.cqc.org.uk/location/1-2236086631,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Homecare agencies,Prime Way Care Ltd
White Dental Partnership,32 Whiteladies Road,Clifton,Bristol,Avon,BS8 2LG,1179739346,1-2071137848,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-2071137848,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
White Dental Partnership,32 Whiteladies Road,,Bristol,Avon,BS8 2LG,1179739346,1-2071137848,1-2106195362,,"Bristol, City of",South West,,http://www.cqc.org.uk/location/1-2106195362,,Services for everyone,Dentist,White Dental Partnership
Kumari Care Limited,2 Chesterfield Buildings,Westbourne Place,Bristol,Avon,BS8 1RU,1225428449,1-101671636,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-101671636,,Personal care,Organisation,
Charlotte Keel Medical Practice,Seymour Road,Easton,Bristol,,BS5 0UA,1179027145,1-199760373,1-5051788184,http://www.brisdoc.co.uk,"Bristol, City of",South West,2019-05-13T23:00:00Z,http://www.cqc.org.uk/location/1-5051788184,,Services for everyone,"Doctors/GPs,Doctors/GPs",Brisdoc Healthcare Services Limited
Dhek Bhal,43 Ducie Road,Barton Hill,Bristol,,BS5 0AX,1179556971,1-101678708,,http://www.dhekbhal.org.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-101678708,,Personal care,Organisation,
Dhek Bhal,43 Ducie Road,Barton Hill,Bristol,,BS5 0AX,1179146671,1-101678708,1-128226321,http://www.dhekbhal.org.uk,"Bristol, City of",South West,2018-05-18T23:00:00Z,http://www.cqc.org.uk/location/1-128226321,,"Sensory impairments,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Dhek Bhal
Easton Dental Practice,249 Stapleton Road,Easton,Bristol,Avon,BS5 0PG,1179354554,1-2168152178,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-2168152178,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Easton Dental Practice,249 Stapleton Road,Easton,Bristol,Avon,BS5 0PG,1179354554,1-2168152178,1-2259127137,,"Bristol, City of",South West,2018-06-18T23:00:00Z,http://www.cqc.org.uk/location/1-2259127137,,Services for everyone,Dentist,Easton Dental Practice
MYA Clinics Limited (Bristol),69 Oakfield Road,Clifton,Bristol,Avon,BS8 2BB,1179067611,1-4338676007,1-4539758195,,"Bristol, City of",South West,,http://www.cqc.org.uk/location/1-4539758195,,"Sensory impairments,Caring for adults under 65 yrs,Caring for adults over 65 yrs,Physical disabilities","Doctors/GPs,Doctors/GPs",MYA Clinics Ltd
Gladstones Clinic Limited,48 St. Pauls Road,Clifton,Bristol,,BS8 1LP,1179292102,1-471050618,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-471050618,,"Accommodation for persons who require treatment for substance misuse,Treatment of disease disorder or injury",Organisation,
Omega Dental,2a North Street,Bedminster,Bristol,,BS3 1HT,1179354554,1-153036560,,http://www.eastondental.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-153036560,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Omega Dental,2a North Street,Bedminster,Bristol,,BS3 1HT,1179637670,1-153036560,1-296865822,,"Bristol, City of",South West,2013-05-13T23:00:00Z,http://www.cqc.org.uk/location/1-296865822,,Services for everyone,Dentist,Omega Dental
Homecare4u Bristol,24 North Street,Bedminster,Bristol,Avon,BS3 1HW,1179537949,1-184856305,1-1024527741,,"Bristol, City of",South West,2018-07-25T23:00:00Z,http://www.cqc.org.uk/location/1-1024527741,,"Caring for children (0 - 18yrs),Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities","Homecare agencies,Supported living",Homecare4U Limited
Dr. Simon Dunn,30 Zetland Road,Redland,Bristol,,BS6 7AB,1179424126,1-153022084,,http://www.zetlanddental.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-153022084,Zetland Road Dental Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Zetland Road Dental Practice,30 Zetland Road,Redland,Bristol,,BS6 7AB,1179424126,1-153022084,1-204543058,http://www.zetlanddental.co.uk,"Bristol, City of",South West,2013-09-24T23:00:00Z,http://www.cqc.org.uk/location/1-204543058,,Services for everyone,Dentist,Dr. Simon Dunn
Mrs Gillian Ann Harris,1 Pembroke Road,Clifton,Bristol,,BS8 3AU,1179741951,1-101720557,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-101720557,,Personal care,Individual,
Clifton Care,1 Pembroke Road,Clifton,Bristol,,BS8 3AU,1179741951,1-101720557,1-122152193,http://www.homecare.co.uk,"Bristol, City of",South West,2017-06-19T23:00:00Z,http://www.cqc.org.uk/location/1-122152193,,"Sensory impairments,Dementia,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Mrs Gillian Ann Harris
The Redland Road Dental Practice,89A Redland Road,Redland,Bristol,,BS6 6RD,1179246070,1-1786717467,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-1786717467,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
The Redland Road Dental Practice,89A Redland Road,,Bristol,Avon,BS6 6RD,1179246070,1-1786717467,1-1839667551,,"Bristol, City of",South West,2016-04-26T23:00:00Z,http://www.cqc.org.uk/location/1-1839667551,,Services for everyone,Dentist,The Redland Road Dental Practice
Tetyana Pshchulkovska,4 Alma Road Avenue,,Bristol,,BS8 2DH,7962615166,1-7197296165,1-7462886740,,"Bristol, City of",South West,,http://www.cqc.org.uk/location/1-7462886740,,Caring for children (0 - 18yrs),Community services - Healthcare,Ms Tetyana Pshchulkovska
Ms Tetyana Pshchulkovska,4 Alma Road Avenue,,Bristol,,BS8 2DH,7962615166,1-7197296165,,http://www.mummebaby.com,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-7197296165,Mummebaby,Surgical procedures,Individual,
Clifton Down Dental Practice,72 Alma Road,Clifton,Bristol,,BS8 2DJ,7776034746,1-153020890,1-1759620155,http://www.embraceyou.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/location/1-1759620155,,Services for everyone,Dentist,Mr. Scott Deacon
Clifton Down Dental Practice,72 Alma Road,Clifton,Bristol,,BS8 2DJ,1179744867,1-153028929,1-184902622,http://www.cliftondowndental.co.uk,"Bristol, City of",South West,2014-10-06T23:00:00Z,http://www.cqc.org.uk/location/1-184902622,,Services for everyone,Dentist,Dr. Annie Whitby
Mr. Scott Deacon,Clifton Down Dental Practice,"72 Alma Road, Clifton",Bristol,Avon,BS8 2DJ,7931514481,1-153020890,,http://www.embraceyou.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-153020890,Embraceyou Orthodontics,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Dr. Annie Whitby,72 Alma Road,Clifton,Bristol,,BS8 2DJ,1179744867,1-153028929,,http://www.cliftondowndental.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-153028929,Clifton Down Dental Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Clifton Down Dental Practice,72 Alma Road,Clifton,Bristol,Avon,BS8 2DJ,1179744867,1-421981702,1-428616969,,"Bristol, City of",South West,2013-10-21T23:00:00Z,http://www.cqc.org.uk/location/1-428616969,,Services for everyone,Dentist,Mr Ediz Cakin
Mr Ediz Cakin,72 Alma Road,Clifton,Bristol,Avon,BS8 2DJ,1179744867,1-421981702,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-421981702,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Bristol Urology Associates,85 Alma Road,Clifton,Bristol,,BS8 2DP,1179804118,1-429619269,1-448392090,http://www.bristolurology.com,"Bristol, City of",South West,2014-02-22T00:00:00Z,http://www.cqc.org.uk/location/1-448392090,,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs,Caring for adults over 65 yrs","Doctors/GPs,Doctors/GPs",Bristol Urology Associates Ltd
Bristol Urology Associates Ltd,85 Alma Road,Clifton,Bristol,Avon,BS8 2DP,1179804118,1-429619269,,http://www.bristolurology.com,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-429619269,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
Toothworks Dental Practice,Unit 5.6 Paintworks,Arnos Vale,Bristol,,BS4 3EH,1173005957,1-205030262,1-217985097,http://www.toothworks.net,"Bristol, City of",South West,2014-07-04T23:00:00Z,http://www.cqc.org.uk/location/1-217985097,,Services for everyone,Dentist,Toothworks Limited
Toothworks Limited,Unit 5.6 Paintworks,Arnos Vale,Bristol,,BS4 3EH,1173005957,1-205030262,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-205030262,,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,
The Wellspring Surgery,Beam Street,Redfield,Bristol,Avon,BS5 9QY,1179557711,1-199759587,1-566900285,http://www.wellspringhlc.org,"Bristol, City of",South West,2019-02-06T00:00:00Z,http://www.cqc.org.uk/location/1-566900285,,Services for everyone,"Doctors/GPs,Doctors/GPs",The Wellspring Surgery
The Wellspring Surgery,Beam Street,Redfield,Bristol,Avon,BS5 9QY,1179557711,1-199759587,,http://www.wellspringhlc.org,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-199759587,,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
6 Northumberland Road,Redland,,Bristol,,BS6 7AU,1179423628,1-101649874,1-118415783,http://www.milestonestrust.org.uk,"Bristol, City of",South West,2018-01-23T00:00:00Z,http://www.cqc.org.uk/location/1-118415783,,Mental health conditions,Residential homes,Milestones Trust
Chandos House (Bristol) Limited,36 Chandos Road,Redland,Bristol,Avon,BS6 6PF,1179243071,1-2111933416,,http://www.chandoshouse.org.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-2111933416,Chandos House,Accommodation for persons who require treatment for substance misuse,Organisation,
Homecare4u Care and Support,36 Chandos Road,,Bristol,Avon,BS6 6PF,7920023965,1-184856305,1-6988360085,,"Bristol, City of",South West,,http://www.cqc.org.uk/location/1-6988360085,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Substance misuse problems,Eating disorders,Physical disabilities","Homecare agencies,Supported living",Homecare4U Limited
Chandos House,36 Chandos Road,,Bristol,Avon,BS6 6PF,1179243071,1-2111933416,1-2164168790,http://www.chandoshouse.org.uk,"Bristol, City of",South West,2016-12-22T00:00:00Z,http://www.cqc.org.uk/location/1-2164168790,,"Caring for adults under 65 yrs,Substance misuse problems",Rehabilitation (substance abuse),Chandos House (Bristol) Limited
Ms. Iris Regina Bormann,12 Gloucester Road,Bishopston,Bristol,,BS7 8AE,1179240678,1-152954392,,http://www.promenade-dental.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-152954392,Promenade Dental Practice,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
Promenade Dental Practice,12 Gloucester Road,Bishopston,Bristol,,BS7 8AE,1179240678,1-152954392,1-187567129,http://www.promenade-dental.co.uk,"Bristol, City of",South West,2014-04-08T23:00:00Z,http://www.cqc.org.uk/location/1-187567129,,Services for everyone,Dentist,Ms. Iris Regina Bormann
"CK Dental, Nuffield Health Bristol Hospital @ The Chesterfield",The Chesterfield,3 Clifton Hill,Bristol,Avon,BS8 1BN,1179872727,1-191586723,1-1033852800,http://www.ckdental.co.uk,"Bristol, City of",South West,2014-07-10T23:00:00Z,http://www.cqc.org.uk/location/1-1033852800,,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs,Caring for adults over 65 yrs",Dentist,Dr. Cornelius Krause
Nuffield Health Bristol Hospital - The Chesterfield,The Chesterfield,3 Clifton Hill,Bristol,Avon,BS8 1BN,,1-102643516,1-918228984,,"Bristol, City of",South West,2016-08-03T23:00:00Z,http://www.cqc.org.uk/location/1-918228984,,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs,Caring for adults over 65 yrs","Hospital,Doctors/GPs",Nuffield Health
Dr. Cornelius Krause,"CK Dental, Nuffield Health Bristol Hospital, The Chesterfield",3 Clifton Hill,Bristol,Avon,BS8 1BN,1179872727,1-191586723,,http://www.ckdental.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-191586723,CK Dental,"Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Individual,
InHealth Radiology Department,Nuffield Health Bristol Hospital -The Chesterfield,3 Clifton Hill,Bristol,,BS8 1BN,1179872727,1-101634763,1-1006377911,http://www.inhealthgroup.com,"Bristol, City of",South West,2019-08-28T23:00:00Z,http://www.cqc.org.uk/location/1-1006377911,,Services for everyone,Diagnosis/screening,InHealth Limited
BAEMS Limited,Jacwyn House,"1 Kings Business Park, Kings Park Avenue, St Philips",Bristol,Avon,BS2 0TZ,1179729020,1-4360811029,,http://www.bristolambulance.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-4360811029,Bristol Ambulance EMS,"Transport services triage and medical advice provided remotely,Treatment of disease disorder or injury",Organisation,
Bristol Ambulance EMS,Jacwyn House,"1 Kings Park Avenue, St Philips",Bristol,Avon,BS2 0TZ,,1-4360811029,1-4577454985,,"Bristol, City of",South West,2019-04-10T23:00:00Z,http://www.cqc.org.uk/location/1-4577454985,Bristol Ambulance EMS,Services for everyone,Ambulances,BAEMS Limited
Shining Care Limited,38-42 Chelsea Road,,Bristol,Avon,BS5 6AF,1173251275,1-2750482367,,http://www.shiningcare.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-2750482367,,Personal care,Organisation,
Shining Care Ltd,The Old Co Op,38-42 Chelsea Road,Bristol,Avon,BS5 6AF,1173251275,1-2750482367,1-2995099742,http://www.shiningcare.co.uk,"Bristol, City of",South West,2019-04-09T23:00:00Z,http://www.cqc.org.uk/location/1-2995099742,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Homecare agencies,Shining Care Limited
My Access Clinic,May Wellness Centre,4 Redland Court Road,Bristol,,BS6 7EE,7823552196,1-7237111992,1-7339246824,http://www.myaccessclinics.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/location/1-7339246824,,"Caring for adults under 65 yrs,Mental health conditions,Caring for adults over 65 yrs,Eating disorders,Physical disabilities","Doctors/GPs,Doctors/GPs,Mobile doctors",MMJ Clinic Group Limited
May Wellness Centre,4 Redland Court Road,,Bristol,,BS6 7EE,1179244592,1-217825733,1-5583823698,,"Bristol, City of",South West,2019-11-01T00:00:00Z,http://www.cqc.org.uk/location/1-5583823698,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs","Doctors/GPs,Doctors/GPs",Quinn Aesthetics Limited
Nordea Dental Clinique,145 Whiteladies Road,,Bristol,Avon,BS8 2QB,1179732872,1-1264909663,1-3667856795,http://www.nordeadental.co.uk,"Bristol, City of",South West,,http://www.cqc.org.uk/location/1-3667856795,,Services for everyone,Dentist,Mr Touraj Razavi
35 Cranbrook Road,Redland,,Bristol,,BS6 7BP,1179442021,1-101649874,1-118415684,http://www.milestonestrust.org.uk,"Bristol, City of",South West,2017-07-06T23:00:00Z,http://www.cqc.org.uk/location/1-118415684,,Mental health conditions,Residential homes,Milestones Trust
Wells Road Surgery,233 Wells Road,Knowle,Bristol,,BS4 2DF,1179770018,1-199760088,,,"Bristol, City of",South West,,http://www.cqc.org.uk/provider/1-199760088,,"Maternity and midwifery services,Family planning services,Treatment of disease disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,
Wells Road Surgery,233 Wells Road,Knowle,Bristol,,BS4 2DF,1179770018,1-199760088,1-553738800,,"Bristol, City of",South West,2016-12-06T00:00:00Z,http://www.cqc.org.uk/location/1-553738800,,Services for everyone,"Doctors/GPs,Doctors/GPs",Wells Road Surgery
